precision@1,precision@5,recall@5,f1@5,mrr,ndcg@5,map,hit_rate@5,time,model,retrieve_time_ms
0.06,0.043333333333333335,0.08548490441587309,0.04658347561210734,0.10899999999999999,0.08152562306476109,0.05464125677012293,0.19,0.028006561597188315,TF-IDF,28.006561597188316
0.08666666666666667,0.05866666666666667,0.11809005197095032,0.06532255763886008,0.13683333333333333,0.10628877565506961,0.0716179727811231,0.23666666666666666,0.0595901616414388,BM25-Okapi,59.5901616414388
0.08666666666666667,0.05866666666666667,0.11809005197095032,0.06532255763886008,0.13833333333333334,0.10709128183570504,0.07249372187238945,0.23666666666666666,0.06101527531941732,BM25-Plus,61.01527531941732
0.15333333333333332,0.08266666666666668,0.14981164538298022,0.083018789269105,0.21288888888888888,0.15729877845306173,0.10712782335535725,0.31,1.857890911102295,LlamaIndex Dense,1857.890911102295
